episode,timestep,reward
45,2500,-14.5511
98,5000,-15.2038
149,7500,-15.0961
197,10000,-14.8187
248,12500,-15.149
296,15000,-14.8729
337,17500,-13.7244
387,20000,-15.29
436,22500,-14.6633
484,25000,-14.7708
534,27500,-15.09
592,30000,-15.7121
636,32500,-14.15
678,35000,-14.0667
716,37500,-13.3711
768,40000,-15.2173
817,42500,-14.8735
862,45000,-14.5933
915,47500,-15.1755
970,50000,-15.4709
1015,52500,-14.4889
1062,55000,-14.5915
1118,57500,-15.5696
1164,60000,-14.5848
1215,62500,-15.1784
1269,65000,-15.2648
1322,67500,-15.283
1360,70000,-13.4474
1402,72500,-14.0071
1453,75000,-15.1373
1502,77500,-14.949
1539,80000,-13.1162
1585,82500,-14.587
1624,85000,-13.5846
1665,87500,-13.9244
1702,90000,-13.3405
1739,92500,-13.2108
1781,95000,-13.9738
1818,97500,-13.4838
1849,100000,-12.0258
1886,102500,-13.3378
1920,105000,-11.6971
1958,107500,-13.3289
1987,110000,-11.9793
2019,112500,-11.1406
2055,115000,-12.9944
2080,117500,-10.592
2102,120000,-6.6318
2137,122500,-11.9829
2166,125000,-10.6655
2194,127500,-10.4429
2219,130000,-9.968
2242,132500,-7.2783
2262,135000,-4.625
2296,137500,-12.2765
2328,140000,-12.375
2362,142500,-12.2441
2387,145000,-10.54
2414,147500,-8.9407
2433,150000,-7.0579
2459,152500,-10.2192
2480,155000,-6.281
2508,157500,-11.5857
2528,160000,-4.92
2556,162500,-9.9536
2584,165000,-11.1357
2606,167500,-8.8136
2626,170000,-6.05
2656,172500,-11.1367
2678,175000,-7.5227
2705,177500,-9.3852
2728,180000,-8.613
2748,182500,-5.86
2768,185000,-4.815
2790,187500,-8.3955
2816,190000,-10.1077
2837,192500,-8.6619
2860,195000,-7.3783
2880,197500,-5.735
2907,200000,-11.237
2928,202500,-6.6476
2946,205000,-1.45
2966,207500,-5.62
2986,210000,-6.315
3007,212500,-8.4048
3028,215000,-7.3952
3045,217500,-3.2471
3062,220000,-4.1941
3085,222500,-6.3609
3103,225000,-5.2056
3122,227500,-2.7579
3143,230000,-5.2286
3162,232500,-5.8263
3184,235000,-5.0364
3201,237500,-2.8353
3220,240000,-5.9737
3245,242500,-7.568
3262,245000,-3.9353
3291,247500,-11.3552
3312,250000,-7.019
3339,252500,-10.8333
3356,255000,-3.0647
3377,257500,-6.0524
3400,260000,-6.8739
3418,262500,-3.5722
3431,265000,3.9846
3450,267500,-6.1053
3469,270000,-6.6632
3490,272500,-5.5619
3504,275000,1.5714
3521,277500,-1.0353
3540,280000,-3.6737
3553,282500,0.6462
3574,285000,-3.0286
3588,287500,5.45
3604,290000,0.9375
3620,292500,-2.2875
3634,295000,2.75
3647,297500,9.0231
3665,300000,-4.0889
3684,302500,-5.3737
3705,305000,-5.4095
3725,307500,-2.425
3751,310000,-10.55
3767,312500,-5.1312
3783,315000,-2.45
3801,317500,-1.6944
3822,320000,-6.9905
3840,322500,-3.8167
3855,325000,1.08
3869,327500,1.3929
3884,330000,-1.62
3900,332500,-2.6375
3917,335000,-2.9059
3932,337500,-1.4467
3953,340000,-5.1952
3967,342500,3.7
3982,345000,3.2267
3996,347500,2.2071
4013,350000,-3.7529
4028,352500,1.6
4044,355000,-1.9937
4060,357500,-1.975
4079,360000,-4.2421
4094,362500,4.08
4110,365000,-5.2687
4126,367500,-0.725
4142,370000,-2.75
4155,372500,6.5846
4168,375000,3.7077
4182,377500,6.3714
4195,380000,5.1231
4209,382500,8.1214
4225,385000,-0.875
4237,387500,7.1583
4250,390000,11.1308
4262,392500,8.025
4274,395000,9.525
4288,397500,0.2286
4299,400000,10.1364
4311,402500,7.4833
4323,405000,11.0833
4335,407500,6.6333
4347,410000,7.2917
4356,412500,27.1222
4367,415000,9.9545
4378,417500,12.1
4389,420000,16.9182
4401,422500,6.875
4411,425000,15.65
4421,427500,21.17
4431,430000,22.48
4442,432500,13.1091
4452,435000,22.15
4464,437500,10.95
4473,440000,22.3556
4485,442500,11.6583
4495,445000,18.17
4504,447500,21.0
4513,450000,23.1667
4524,452500,18.2
4533,455000,22.2111
4542,457500,22.7667
4552,460000,16.42
4563,462500,18.3636
4575,465000,9.35
4586,467500,11.2909
4595,470000,22.2444
4604,472500,23.2222
4614,475000,19.31
4624,477500,23.1
4633,480000,19.6222
4643,482500,18.88
4653,485000,22.6
4662,487500,18.7778
4671,490000,22.6222
4679,492500,26.9375
4688,495000,23.3444
4699,497500,18.1636
4708,500000,24.6556
4718,502500,21.48
4728,505000,21.65
4736,507500,30.0
4745,510000,22.4333
4755,512500,23.0
4764,515000,23.5778
4773,517500,21.6
4782,520000,30.0
4791,522500,23.4556
4800,525000,21.6778
4813,527500,12.4385
4823,530000,16.86
4832,532500,23.8556
4841,535000,18.0111
4852,537500,15.0364
4860,540000,30.0
4870,542500,19.17
4880,545000,21.45
4889,547500,24.7556
4899,550000,22.4
4909,552500,17.51
4918,555000,24.5444
4926,557500,26.9375
4935,560000,26.5333
4944,562500,22.8444
4955,565000,17.8364
4963,567500,30.0
4973,570000,19.58
4983,572500,20.66
4991,575000,23.725
5000,577500,27.0222
5009,580000,26.7111
5017,582500,30.0
5025,585000,30.0
5034,587500,30.0
5042,590000,30.0
5051,592500,25.3111
5060,595000,25.3
5068,597500,30.0
5077,600000,25.7778
5086,602500,30.0
5095,605000,25.6778
5103,607500,30.0
5112,610000,26.4667
5121,612500,21.9444
5130,615000,24.2778
5139,617500,23.0
5147,620000,26.675
5156,622500,27.0444
5164,625000,30.0
5173,627500,30.0
5182,630000,21.8556
5190,632500,30.0
5199,635000,27.0333
5208,637500,26.0444
5217,640000,24.6444
5226,642500,25.0889
5235,645000,30.0
5244,647500,20.5778
5253,650000,30.0
5262,652500,25.6778
5270,655000,30.0
5278,657500,30.0
5287,660000,30.0
5295,662500,30.0
5303,665000,30.0
5314,667500,17.5455
5323,670000,30.0
5331,672500,30.0
5340,675000,24.6444
5349,677500,24.7556
5359,680000,23.54
5367,682500,30.0
5375,685000,30.0
5384,687500,27.1222
5392,690000,30.0
5401,692500,25.1111
5411,695000,25.09
5419,697500,30.0
5428,700000,26.6778
5436,702500,27.3875
5444,705000,30.0
5453,707500,26.3333
5461,710000,27.5
5471,712500,21.32
5481,715000,18.76
5489,717500,30.0
5497,720000,30.0
5506,722500,25.7889
5515,725000,30.0
5523,727500,30.0
5531,730000,27.2125
5540,732500,30.0
5551,735000,15.5545
5559,737500,30.0
5568,740000,24.5444
5577,742500,30.0
5586,745000,25.6778
5595,747500,25.4556
5604,750000,24.6556
5612,752500,30.0
5622,755000,25.1
5630,757500,30.0
5638,760000,30.0
5648,762500,19.62
5656,765000,30.0
5665,767500,27.5778
5673,770000,30.0
5681,772500,30.0
5690,775000,30.0
5698,777500,26.5625
5707,780000,27.5667
5716,782500,25.7889
5724,785000,25.9625
5733,787500,30.0
