episode,timestep,reward
80,2500,-16.9271
138,5000,-15.7322
199,7500,-15.9414
257,10000,-15.8053
341,12500,-17.0048
411,15000,-16.4432
476,17500,-16.1579
551,20000,-16.7055
613,22500,-16.0704
670,25000,-15.5884
732,27500,-16.0569
794,30000,-15.8873
849,32500,-15.5368
922,35000,-16.6024
984,37500,-15.9738
1040,40000,-15.6506
1093,42500,-15.2193
1161,45000,-16.364
1225,47500,-16.2671
1282,50000,-15.468
1335,52500,-15.3453
1390,55000,-15.5803
1433,57500,-14.19
1489,60000,-15.4904
1546,62500,-15.8334
1613,65000,-16.3289
1673,67500,-15.692
1736,70000,-16.0284
1784,72500,-14.9769
1840,75000,-15.4502
1883,77500,-14.3102
1933,80000,-15.0208
2002,82500,-16.5634
2070,85000,-16.1618
2111,87500,-13.5632
2157,90000,-14.5435
2216,92500,-15.8182
2266,95000,-15.0623
2325,97500,-15.7715
2369,100000,-14.1416
2398,102500,-11.0578
2440,105000,-14.1628
2490,107500,-14.9591
2528,110000,-13.6461
2575,112500,-13.6887
2618,115000,-13.83
2665,117500,-14.8723
2712,120000,-14.5466
2772,122500,-15.933
2815,125000,-14.1511
2867,127500,-15.3244
2917,130000,-14.5088
2976,132500,-15.973
3019,135000,-13.9091
3061,137500,-13.328
3105,140000,-14.2618
3155,142500,-15.043
3210,145000,-15.3302
3247,147500,-11.8207
3294,150000,-13.5664
3334,152500,-12.7283
3373,155000,-12.5702
3416,157500,-12.849
3451,160000,-11.7475
3497,162500,-13.6111
3537,165000,-11.5233
3564,167500,-8.3612
3605,170000,-12.5127
3633,172500,-9.1373
3680,175000,-12.4929
3727,177500,-12.9744
3755,180000,-9.0231
3784,182500,-9.5244
3818,185000,-11.9094
3847,187500,-8.2251
3881,190000,-10.0819
3908,192500,-7.8859
3938,195000,-7.7695
3958,197500,-4.7712
3979,200000,-2.4739
4002,202500,-1.8433
4026,205000,-6.6191
4052,207500,-7.8783
4076,210000,-5.4209
4095,212500,0.4624
4121,215000,-8.0811
4148,217500,-7.1156
4174,220000,-7.4993
4195,222500,-1.3542
4219,225000,-6.6654
4243,227500,-6.8864
4265,230000,-3.3723
4292,232500,-7.7007
4311,235000,0.7341
4338,237500,-6.7509
4353,240000,4.5623
4375,242500,-4.4984
4398,245000,-5.2803
4424,247500,-5.0273
4440,250000,4.6454
4451,252500,14.3641
4476,255000,-4.8786
4496,257500,-0.2843
4510,260000,7.3989
4524,262500,7.0914
4542,265000,2.215
4560,267500,0.8534
4574,270000,7.8394
4587,272500,11.605
4604,275000,3.9986
4632,277500,-8.1533
4648,280000,3.6938
4661,282500,15.1552
4684,285000,-4.6965
4704,287500,1.3339
4724,290000,-2.7556
4742,292500,3.51
4757,295000,7.6694
4772,297500,7.5417
4800,300000,-6.8899
4820,302500,-2.8525
4840,305000,1.5064
4852,307500,11.941
4869,310000,2.1624
4887,312500,3.9474
4902,315000,4.547
4920,317500,3.6028
4941,320000,-1.8064
4956,322500,7.4701
4972,325000,3.8089
4991,327500,2.6286
5004,330000,7.9262
5023,332500,2.5585
5044,335000,-1.1695
5059,337500,7.3611
5072,340000,11.5214
5086,342500,5.7789
5098,345000,18.0028
5109,347500,16.9156
5124,350000,7.6003
5140,352500,4.3323
5161,355000,-1.6908
5179,357500,0.9599
5197,360000,0.6838
5216,362500,0.8941
5233,365000,2.0374
5249,367500,6.4513
5263,370000,9.6089
5283,372500,-1.0004
5295,375000,14.3222
5314,377500,-0.2383
5332,380000,0.4328
5353,382500,-2.5817
5374,385000,-0.9696
5395,387500,-0.7799
5417,390000,-2.7025
5431,392500,8.1786
5443,395000,13.8532
5456,397500,8.3345
5477,400000,0.4278
5491,402500,6.3615
5503,405000,18.1457
5513,407500,16.1477
5528,410000,8.0702
5547,412500,2.3885
5558,415000,17.0907
5578,417500,-1.8871
5596,420000,3.1975
5609,422500,8.0865
5623,425000,9.6247
5636,427500,11.4554
5652,430000,6.1563
5667,432500,7.9987
5677,435000,20.4513
5696,437500,-0.1489
5713,440000,4.7744
5730,442500,4.4161
5743,445000,11.3754
5753,447500,20.4165
5763,450000,20.6364
5780,452500,4.6055
5792,455000,14.024
5804,457500,10.2705
5822,460000,3.2817
5833,462500,18.9332
5846,465000,11.4652
5860,467500,9.3509
5876,470000,2.9421
5887,472500,21.0575
5900,475000,7.8632
5917,477500,4.8763
5933,480000,6.1779
5945,482500,10.5224
5962,485000,4.629
5974,487500,14.3411
5984,490000,20.153
5993,492500,29.9381
6002,495000,24.8107
6019,497500,4.4905
6031,500000,14.1698
6043,502500,14.1499
6053,505000,20.5103
6066,507500,11.5221
6084,510000,3.1216
6101,512500,1.9524
6115,515000,7.6366
6128,517500,12.2058
6141,520000,11.3568
6152,522500,16.8034
6163,525000,16.78
6181,527500,3.3902
6192,530000,16.9105
6203,532500,16.616
6220,535000,4.8945
6231,537500,17.093
6246,540000,7.4089
6257,542500,16.759
6268,545000,16.7709
6280,547500,14.1301
6295,550000,7.6497
6306,552500,16.868
6317,555000,17.182
6329,557500,14.2143
6339,560000,20.1667
6350,562500,17.0155
6359,565000,29.9497
6369,567500,20.5394
6380,570000,16.7554
6391,572500,17.1653
6402,575000,16.9671
6414,577500,13.7729
6425,580000,21.1318
6434,582500,24.6177
6442,585000,29.9526
6454,587500,14.2166
6470,590000,6.2748
6484,592500,9.3599
6494,595000,20.1916
6507,597500,11.7022
6517,600000,20.428
6530,602500,11.3819
6540,605000,20.2782
6552,607500,14.0929
6568,610000,6.3073
6584,612500,6.3354
6597,615000,11.6305
6608,617500,17.0212
6622,620000,9.3037
6634,622500,14.0621
6653,625000,-0.3297
6666,627500,11.4251
6676,630000,20.1642
6689,632500,10.6473
6701,635000,14.0922
6711,637500,20.9759
6725,640000,7.9016
6734,642500,24.5281
