episode,timestep,reward
8,2500,-40.7938
16,5000,-41.0188
25,7500,-39.5
33,10000,-42.2375
42,12500,-41.0778
50,15000,-39.325
59,17500,-40.0278
67,20000,-42.325
76,22500,-39.3333
84,25000,-40.9438
93,27500,-38.0611
102,30000,-41.4222
110,32500,-39.6875
119,35000,-37.7167
128,37500,-40.9278
136,40000,-41.6438
145,42500,-40.2278
154,45000,-36.4667
162,47500,-41.025
171,50000,-37.0167
180,52500,-40.5889
189,55000,-39.0944
198,57500,-39.2056
206,60000,-39.55
216,62500,-32.755
225,65000,-36.9611
235,67500,-33.47
244,70000,-34.1389
253,72500,-40.6444
261,75000,-40.1813
270,77500,-37.0056
279,80000,-37.9
288,82500,-38.1111
297,85000,-40.1833
306,87500,-35.9944
316,90000,-33.795
326,92500,-32.655
335,95000,-37.0944
344,97500,-36.4333
353,100000,-38.0444
362,102500,-38.2944
372,105000,-37.495
381,107500,-35.1444
390,110000,-38.8
399,112500,-38.8389
407,115000,-40.0813
416,117500,-36.4944
425,120000,-38.7
433,122500,-43.2188
443,125000,-34.095
452,127500,-37.7056
462,130000,-36.285
471,132500,-34.3667
481,135000,-36.0
490,137500,-35.7111
500,140000,-36.06
510,142500,-31.175
519,145000,-39.8
528,147500,-33.6944
538,150000,-35.28
548,152500,-34.24
557,155000,-36.8833
566,157500,-33.7667
577,160000,-26.9909
587,162500,-34.605
598,165000,-31.4227
607,167500,-40.5278
616,170000,-35.4556
626,172500,-33.3
635,175000,-34.1667
646,177500,-32.9227
655,180000,-36.9667
664,182500,-37.1222
676,185000,-29.3792
685,187500,-35.9833
697,190000,-26.4333
706,192500,-35.4889
716,195000,-28.88
727,197500,-29.9591
738,200000,-32.7909
750,202500,-24.9542
762,205000,-26.65
772,207500,-34.475
784,210000,-27.6125
796,212500,-24.8667
809,215000,-25.4346
818,217500,-34.6167
829,220000,-27.2818
841,222500,-26.1542
853,225000,-28.7167
866,227500,-24.0192
878,230000,-25.125
893,232500,-19.01
908,235000,-18.35
923,237500,-19.0133
938,240000,-18.8767
955,242500,-16.1647
970,245000,-20.7967
992,247500,-11.75
1008,250000,-17.8875
1022,252500,-19.45
1037,255000,-20.0533
1054,257500,-14.0206
1070,260000,-17.3281
1094,262500,-8.8875
1118,265000,-8.5312
1145,267500,-7.0111
1166,270000,-11.2238
1195,272500,-6.5224
1224,275000,-6.2362
1251,277500,-6.8685
1280,280000,-5.4759
1309,282500,-6.4138
1342,285000,-4.6803
1372,287500,-5.225
1408,290000,-3.7583
1445,292500,-3.1176
1483,295000,-2.7632
1517,297500,-3.5147
1556,300000,-2.2808
1592,302500,-2.7792
1628,305000,-3.0986
1667,307500,-2.1885
1709,310000,-1.5083
1749,312500,-1.9225
1790,315000,-1.9256
1830,317500,-1.9125
1873,320000,-1.3395
1914,322500,-1.5988
1957,325000,-1.2616
1999,327500,-1.3214
2041,330000,-1.35
2084,332500,-0.9988
2125,335000,-1.4707
2172,337500,-0.6266
2213,340000,-1.1476
2255,342500,-1.0988
2299,345000,-0.8295
2341,347500,-1.1881
2386,350000,-0.5589
2426,352500,-1.455
2472,355000,-0.537
2517,357500,-0.66
2562,360000,-0.5467
2606,362500,-0.7727
2650,365000,-0.7102
2695,367500,-0.5967
2737,370000,-0.9679
2783,372500,-0.3957
2829,375000,-0.4554
2876,377500,-0.3032
2923,380000,-0.3702
2969,382500,-0.5033
3012,385000,-0.8314
3059,387500,-0.3404
3102,390000,-0.7605
3150,392500,-0.1667
3199,395000,-0.1857
3245,397500,-0.4337
3290,400000,-0.5078
3338,402500,-0.274
3384,405000,-0.4783
3428,407500,-0.6659
3474,410000,-0.363
3519,412500,-0.6367
3565,415000,-0.4424
3612,417500,-0.3138
3660,420000,-0.224
3705,422500,-0.4733
3754,425000,-0.0959
3803,427500,-0.1388
3853,430000,-0.047
3894,432500,-1.1451
3942,435000,-0.1604
3991,437500,-0.1204
4039,440000,-0.2365
4087,442500,-0.1583
4131,445000,-0.6557
4180,447500,-0.15
4228,450000,-0.1604
4275,452500,-0.3234
4322,455000,-0.3915
4368,457500,-0.3348
4414,460000,-0.5609
4461,462500,-0.2957
4506,465000,-0.5656
4554,467500,-0.2135
4600,470000,-0.3261
4646,472500,-0.5109
4692,475000,-0.4239
4739,477500,-0.3596
4784,480000,-0.4067
4834,482500,-0.124
4878,485000,-0.5693
4924,487500,-0.5304
4969,490000,-0.5533
5018,492500,-0.0796
5065,495000,-0.3128
5109,497500,-0.5932
5154,500000,-0.7233
5199,502500,-0.43
