episode,timestep,reward
71,2500,-24.0838
138,5000,-24.3933
192,7500,-25.3556
256,10000,-24.6242
311,12500,-25.0945
368,15000,-25.2842
424,17500,-25.1964
499,20000,-23.9993
556,22500,-25.1412
639,25000,-23.5392
695,27500,-25.0304
756,30000,-24.8967
812,32500,-25.3205
869,35000,-25.1474
919,37500,-25.967
974,40000,-25.3609
1036,42500,-24.671
1088,45000,-25.4654
1136,47500,-26.2729
1200,50000,-24.5523
1270,52500,-24.2857
1326,55000,-25.2723
1393,57500,-24.3515
1457,60000,-24.6523
1519,62500,-24.7234
1581,65000,-24.825
1639,67500,-25.1052
1694,70000,-25.3382
1753,72500,-24.9797
1801,75000,-26.4073
1870,77500,-24.3543
1924,80000,-25.5676
1990,82500,-24.4939
2053,85000,-24.6492
2099,87500,-26.5543
2163,90000,-24.6195
2218,92500,-25.49
2283,95000,-24.7338
2345,97500,-24.7758
2406,100000,-24.8943
2457,102500,-25.7775
2512,105000,-25.5445
2564,107500,-25.6885
2620,110000,-25.4286
2670,112500,-26.054
2736,115000,-24.625
2784,117500,-26.0135
2843,120000,-24.7941
2895,122500,-25.8337
2942,125000,-26.5202
2992,127500,-26.032
3042,130000,-26.073
3098,132500,-25.6027
3156,135000,-25.1966
3222,137500,-24.2265
3279,140000,-25.4044
3335,142500,-25.0955
3393,145000,-25.0578
3462,147500,-24.2391
3510,150000,-26.026
3567,152500,-25.0965
3618,155000,-25.7
3667,157500,-25.75
3728,160000,-24.568
3784,162500,-25.3732
3841,165000,-25.1061
3890,167500,-25.8602
3942,170000,-25.3558
3991,172500,-25.9031
4055,175000,-24.7461
4118,177500,-24.7944
4170,180000,-25.8337
4207,182500,-27.8149
4261,185000,-25.6889
4307,187500,-26.4239
4366,190000,-25.2458
4436,192500,-24.4143
4505,195000,-24.2449
4551,197500,-26.5935
4610,200000,-24.9085
4668,202500,-25.3397
4721,205000,-25.717
4768,207500,-26.0766
4825,210000,-25.7044
4875,212500,-26.037
4918,215000,-26.9942
4970,217500,-26.2
5017,220000,-26.8011
5078,222500,-25.0525
5118,225000,-27.59
5171,227500,-25.9698
5233,230000,-24.7742
5282,232500,-26.3163
5345,235000,-24.8008
5392,237500,-26.6468
5436,240000,-27.1693
5473,242500,-28.4162
5533,245000,-25.1708
5581,247500,-26.3021
5628,250000,-26.4723
5666,252500,-27.8763
5720,255000,-25.5972
5769,257500,-26.3286
5821,260000,-25.6865
5872,262500,-26.1686
5923,265000,-25.9059
5974,267500,-25.9127
6029,270000,-25.5127
6080,272500,-26.0627
6116,275000,-28.2625
6160,277500,-26.8807
6209,280000,-26.452
6258,282500,-26.2367
6300,285000,-27.2976
6355,287500,-25.4691
6393,290000,-27.9592
6425,292500,-29.9563
6462,295000,-28.3189
6490,297500,-31.5964
6520,300000,-30.4167
6553,302500,-29.1333
6587,305000,-29.4088
6618,307500,-30.6952
6660,310000,-27.6988
6699,312500,-28.6115
6730,315000,-30.0806
6767,317500,-28.7662
6807,320000,-28.1813
6842,322500,-29.1286
6888,325000,-27.288
6921,327500,-29.4
6951,330000,-31.2533
6983,332500,-30.2344
7017,335000,-29.2118
7048,337500,-30.9242
7075,340000,-32.0278
7109,342500,-28.9956
7139,345000,-31.335
7172,347500,-29.4788
7200,350000,-31.4071
7229,352500,-31.4345
7253,355000,-33.0938
7289,357500,-28.8347
7324,360000,-29.0529
7355,362500,-30.3806
7385,365000,-30.2617
7411,367500,-32.2481
7446,370000,-28.7871
7480,372500,-29.4485
7509,375000,-30.6034
7544,377500,-29.3414
7577,380000,-28.8818
7602,382500,-33.218
7631,385000,-30.7034
7660,387500,-30.85
7688,390000,-31.1536
7717,392500,-30.781
7747,395000,-30.665
7774,397500,-31.7259
7798,400000,-34.1187
7822,402500,-33.2417
7853,405000,-29.5661
7875,407500,-34.7636
7902,410000,-32.4444
7935,412500,-29.5727
7963,415000,-31.6929
8000,417500,-28.6108
8035,420000,-28.9371
8056,422500,-34.9405
8087,425000,-30.7435
8105,427500,-36.1472
8129,430000,-33.5437
8161,432500,-29.6562
8184,435000,-32.7022
8203,437500,-35.7368
8230,440000,-31.2056
8257,442500,-31.4815
8287,445000,-29.7033
8317,447500,-29.9267
8341,450000,-31.7625
8368,452500,-31.187
8396,455000,-30.6411
8420,457500,-32.7313
8443,460000,-32.5435
8464,462500,-34.7881
8486,465000,-33.7955
8506,467500,-35.215
8532,470000,-31.3712
8563,472500,-29.921
8585,475000,-33.7841
8607,477500,-33.3773
8631,480000,-32.0167
8663,482500,-29.9375
8689,485000,-31.8308
8711,487500,-33.0227
8745,490000,-28.975
8768,492500,-33.8478
8792,495000,-32.6688
8818,497500,-31.3019
8850,500000,-29.6781
8874,502500,-31.9979
