episode,timestep,reward
61,2500,-17.6344
119,5000,-17.4716
188,7500,-17.7435
255,10000,-17.7485
322,12500,-17.7425
391,15000,-17.8297
448,17500,-17.3789
517,20000,-17.6993
577,22500,-17.545
637,25000,-17.6167
703,27500,-17.5583
769,30000,-17.7167
833,32500,-17.9719
897,35000,-17.5727
948,37500,-17.1373
1000,40000,-17.4192
1066,42500,-17.8485
1128,45000,-17.6871
1194,47500,-17.6227
1247,50000,-17.3858
1301,52500,-17.1472
1356,55000,-17.2473
1433,57500,-18.2578
1482,60000,-16.2969
1540,62500,-17.2155
1606,65000,-17.1841
1660,67500,-16.4917
1733,70000,-17.4897
1803,72500,-17.4029
1849,75000,-15.8826
1908,77500,-16.8559
1965,80000,-16.8377
2011,82500,-16.5011
2071,85000,-17.3592
2132,87500,-17.2443
2183,90000,-17.1069
2231,92500,-16.0625
2281,95000,-16.537
2350,97500,-17.4181
2410,100000,-17.2467
2462,102500,-17.0413
2514,105000,-16.7154
2566,107500,-16.5577
2610,110000,-15.6341
2662,112500,-16.4471
2714,115000,-16.4769
2778,117500,-17.3484
2843,120000,-17.4969
2908,122500,-17.3415
2947,125000,-14.4154
2998,127500,-15.9647
3037,130000,-14.5051
3086,132500,-15.5051
3133,135000,-15.7638
3182,137500,-15.7102
3228,140000,-15.5402
3279,142500,-15.4324
3338,145000,-15.9161
3389,147500,-15.6412
3441,150000,-15.4817
3483,152500,-14.619
3525,155000,-14.119
3578,157500,-14.8613
3622,160000,-14.1307
3662,162500,-13.7025
3708,165000,-14.5598
3751,167500,-14.3116
3787,170000,-12.775
3830,172500,-14.0453
3870,175000,-13.6188
3908,177500,-13.4855
3959,180000,-14.9961
3994,182500,-12.6186
4034,185000,-14.045
4070,187500,-12.3861
4108,190000,-11.8855
4144,192500,-12.2125
4180,195000,-10.5403
4209,197500,-9.9052
4236,200000,-9.2907
4257,202500,-4.0214
4284,205000,-6.8796
4306,207500,-4.15
4342,210000,-9.5042
4360,212500,-0.2917
4380,215000,-3.9425
4404,217500,-3.1729
4423,220000,0.9132
4440,222500,0.2588
4455,225000,10.4733
4476,227500,-2.819
4497,230000,-0.3452
4515,232500,-1.0694
4528,235000,10.6
4546,237500,3.4306
4562,240000,7.2063
4575,242500,11.3077
4590,245000,9.1433
4600,247500,22.005
4622,250000,-0.0455
4639,252500,5.2353
4654,255000,9.9533
4666,257500,19.9625
4681,260000,13.49
4694,262500,15.8808
4705,265000,23.7955
4717,267500,19.1375
4733,270000,9.3063
4745,272500,15.875
4764,275000,-0.3447
4777,277500,13.5077
4794,280000,6.2794
4805,282500,18.75
4821,285000,7.4938
4831,287500,23.56
4840,290000,23.5111
4860,292500,4.415
4870,295000,18.67
4883,297500,20.4346
4898,300000,10.1867
4912,302500,14.9893
4929,305000,3.95
4945,307500,5.3063
4964,310000,4.6474
4974,312500,23.81
4989,315000,13.9667
5001,317500,16.8583
5015,320000,14.225
5026,322500,18.9318
5037,325000,25.4182
5048,327500,22.6682
5059,330000,23.6818
5074,332500,9.8867
5086,335000,21.0708
5100,337500,10.0429
5112,340000,16.7542
5133,342500,1.05
5147,345000,13.0357
5163,347500,6.475
5174,350000,27.9045
5187,352500,14.4808
5202,355000,12.92
5215,357500,13.7077
5231,360000,10.1625
